Новые комментарии,Поделились,"Отметки ""Не нравится""","Отметки ""Нравится""",Средний процент просмотра (%),Просмотры,Время просмотра (часы),Показы,CTR для значков видео (%)
0.0,0.0,0.0,0.0,21.13,10.0,0.3886,183.0,2.73
0.0,0.0,0.0,0.0,32.49,26.0,1.5086,241.0,2.9
0.0,0.0,0.0,-1.0,45.55,23.0,1.2105,297.0,5.05
0.0,0.0,0.0,0.0,26.69,13.0,0.1909,101.0,1.98
0.0,0.0,0.0,0.0,26.28,14.0,0.463,225.0,2.67
0.0,0.0,0.0,0.0,60.89,3.0,0.0411,86.0,1.16
0.0,0.0,0.0,0.0,23.34,11.0,0.4515,135.0,5.19
0.0,0.0,0.0,0.0,45.8,7.0,0.2948,89.0,2.25
0.0,1.0,0.0,0.0,57.76,17.0,0.6574,198.0,3.03
0.0,1.0,0.0,1.0,24.33,19.0,0.9323,182.0,4.4
0.0,0.0,0.0,0.0,19.22,1.0,0.0049,94.0,1.06
0.0,0.0,0.0,0.0,57.9,2.0,0.0968,53.0,0.0
0.0,0.0,0.0,0.0,50.2,3.0,0.2041,89.0,1.12
0.0,0.0,0.0,0.0,63.05,2.0,0.1033,63.0,1.59
0.0,0.0,0.0,0.0,77.67,1.0,0.0345,92.0,0.0
0.0,0.0,0.0,0.0,94.89,2.0,0.1339,109.0,0.0
0.0,0.0,0.0,0.0,27.7,5.0,0.1873,168.0,2.38
0.0,0.0,0.0,0.0,37.02,4.0,0.0457,107.0,0.0
0.0,0.0,1.0,0.0,41.3,35.0,2.08,294.0,5.44
0.0,0.0,0.0,0.0,28.99,6.0,0.0647,106.0,1.89
0.0,0.0,0.0,0.0,42.23,11.0,0.6284,147.0,0.0
0.0,0.0,1.0,1.0,52.94,42.0,0.7844,226.0,3.54
0.0,0.0,0.0,0.0,29.45,12.0,1.1623,120.0,6.67
0.0,0.0,0.0,0.0,46.28,7.0,0.4725,145.0,2.76
0.0,0.0,0.0,0.0,42.21,4.0,0.1107,81.0,3.7
0.0,0.0,0.0,0.0,55.51,5.0,0.0925,135.0,2.22
0.0,0.0,0.0,0.0,55.07,4.0,0.112,151.0,0.66
0.0,0.0,0.0,0.0,6.82,2.0,0.0033,48.0,0.0
0.0,0.0,0.0,0.0,6.49,5.0,0.0245,118.0,4.24
0.0,0.0,0.0,0.0,28.55,7.0,0.0472,162.0,0.62
0.0,0.0,0.0,0.0,5.03,6.0,0.0106,167.0,0.6
0.0,0.0,0.0,0.0,21.23,9.0,0.284,177.0,3.95
0.0,0.0,0.0,0.0,72.78,6.0,0.3991,212.0,1.89
0.0,0.0,0.0,0.0,36.74,9.0,0.4482,195.0,1.03
0.0,1.0,0.0,1.0,41.97,45.0,3.2844,252.0,10.71
0.0,0.0,0.0,0.0,23.54,5.0,0.0487,111.0,1.8
0.0,0.0,0.0,1.0,22.11,23.0,0.8616,89.0,7.87
0.0,1.0,0.0,1.0,19.55,80.0,2.5938,237.0,7.17
0.0,0.0,0.0,1.0,37.1,65.0,4.2406,470.0,7.87
0.0,1.0,0.0,2.0,28.34,36.0,1.6637,279.0,6.81
0.0,0.0,0.0,0.0,29.13,5.0,0.0728,126.0,2.38
0.0,0.0,0.0,0.0,43.79,4.0,0.0443,118.0,0.85
0.0,0.0,0.0,0.0,59.71,5.0,0.4909,186.0,2.69
0.0,0.0,0.0,0.0,120.47,5.0,0.7027,182.0,1.65
0.0,0.0,0.0,1.0,41.96,18.0,0.8456,170.0,5.88
0.0,0.0,0.0,0.0,24.53,3.0,0.055,153.0,1.31
0.0,1.0,0.0,2.0,30.18,67.0,2.5447,400.0,10.25
0.0,0.0,1.0,3.0,32.12,85.0,4.5279,1085.0,5.35
0.0,1.0,0.0,0.0,46.3,13.0,0.1522,243.0,2.88
0.0,1.0,0.0,0.0,39.7,19.0,0.9953,187.0,5.88
0.0,0.0,0.0,1.0,31.87,40.0,2.4186,257.0,3.5
0.0,0.0,0.0,0.0,25.06,4.0,0.0287,158.0,1.9
0.0,0.0,0.0,0.0,36.97,4.0,0.0559,60.0,1.67
0.0,1.0,0.0,1.0,29.21,75.0,3.5845,678.0,5.46
0.0,0.0,0.0,0.0,68.53,2.0,0.0731,75.0,1.33
0.0,0.0,0.0,0.0,48.03,2.0,0.0419,88.0,1.14
0.0,0.0,0.0,0.0,96.97,3.0,0.1454,203.0,0.99
0.0,0.0,0.0,0.0,69.5,7.0,0.9649,99.0,3.03
0.0,0.0,0.0,0.0,35.06,15.0,0.7333,212.0,3.77
0.0,0.0,0.0,0.0,46.71,2.0,0.0317,221.0,0.9
0.0,0.0,0.0,0.0,52.59,8.0,0.1063,123.0,3.25
0.0,0.0,0.0,0.0,27.55,31.0,0.8065,370.0,4.32
0.0,0.0,0.0,-1.0,2.14,2.0,0.0039,113.0,0.88
0.0,0.0,0.0,0.0,33.34,9.0,0.2734,155.0,1.29
0.0,0.0,0.0,0.0,47.07,2.0,0.0612,224.0,0.45
0.0,0.0,0.0,2.0,29.15,23.0,0.3706,182.0,3.3
0.0,0.0,0.0,0.0,34.56,4.0,0.0561,147.0,1.36
0.0,0.0,0.0,2.0,39.73,71.0,4.3957,514.0,6.42
0.0,0.0,0.0,0.0,99.63,1.0,0.0224,96.0,0.0
0.0,0.0,0.0,0.0,44.31,5.0,0.16,152.0,1.97
0.0,1.0,0.0,0.0,71.76,12.0,1.1243,145.0,4.14
0.0,0.0,0.0,1.0,72.37,6.0,0.316,179.0,2.23
0.0,0.0,0.0,0.0,41.9,13.0,0.1831,63.0,4.76
0.0,0.0,0.0,0.0,34.47,6.0,0.1769,162.0,1.85
0.0,0.0,0.0,0.0,12.6,7.0,0.1154,99.0,4.04
0.0,0.0,0.0,0.0,91.86,2.0,0.0735,54.0,0.0
0.0,0.0,0.0,0.0,2.96,1.0,0.0015,105.0,0.0
0.0,0.0,1.0,1.0,12.74,15.0,0.3264,153.0,3.92
0.0,0.0,0.0,0.0,15.3,5.0,0.1192,153.0,1.96
0.0,0.0,0.0,0.0,22.21,1.0,0.0056,89.0,1.12
0.0,0.0,0.0,0.0,55.53,5.0,0.2175,104.0,0.96
0.0,0.0,0.0,0.0,25.9,4.0,0.1511,97.0,3.09
0.0,1.0,0.0,2.0,30.28,54.0,2.6207,461.0,6.51
0.0,0.0,1.0,0.0,63.05,8.0,0.1653,121.0,1.65
0.0,0.0,0.0,0.0,32.47,8.0,0.2684,164.0,4.27
0.0,1.0,0.0,0.0,71.27,6.0,0.1081,165.0,1.82
0.0,0.0,0.0,0.0,9.02,3.0,0.0313,65.0,0.0
0.0,0.0,0.0,0.0,29.96,3.0,0.0227,94.0,3.19
0.0,0.0,0.0,0.0,37.2,12.0,0.3819,137.0,6.57
0.0,0.0,0.0,0.0,59.92,3.0,0.2402,80.0,1.25
0.0,0.0,0.0,1.0,37.36,5.0,0.1474,177.0,1.69
0.0,0.0,0.0,0.0,51.06,11.0,0.7551,271.0,3.32
0.0,0.0,0.0,0.0,32.73,3.0,0.1577,119.0,2.52
0.0,0.0,0.0,0.0,38.96,2.0,0.1701,50.0,0.0
0.0,1.0,0.0,1.0,46.2,27.0,1.0812,225.0,3.56
0.0,0.0,0.0,0.0,71.15,14.0,1.6075,175.0,4.57
0.0,0.0,0.0,0.0,18.14,4.0,0.0766,120.0,2.5
0.0,0.0,0.0,0.0,8.25,1.0,0.0042,92.0,1.09
0.0,0.0,0.0,1.0,31.39,14.0,0.7898,181.0,4.42
0.0,0.0,0.0,0.0,56.95,5.0,0.1384,58.0,3.45
0.0,0.0,0.0,0.0,49.67,2.0,0.0295,57.0,0.0
0.0,0.0,0.0,0.0,44.5,19.0,1.367,494.0,1.21
0.0,0.0,0.0,0.0,42.58,5.0,0.1821,103.0,3.88
0.0,0.0,0.0,0.0,36.92,7.0,0.3905,142.0,3.52
0.0,0.0,0.0,0.0,16.32,19.0,0.6382,136.0,3.68
0.0,0.0,0.0,1.0,41.04,31.0,0.6856,102.0,5.88
0.0,0.0,0.0,0.0,103.23,2.0,0.0711,95.0,1.05
0.0,0.0,0.0,0.0,20.02,32.0,1.5624,392.0,4.59
0.0,0.0,0.0,0.0,13.43,5.0,0.086,132.0,1.52
0.0,0.0,0.0,0.0,31.09,3.0,0.0692,168.0,1.79
0.0,0.0,0.0,0.0,80.56,5.0,0.1421,106.0,1.89
0.0,0.0,0.0,0.0,13.52,1.0,0.0044,146.0,0.68
0.0,0.0,0.0,0.0,43.52,11.0,0.6981,163.0,4.29
0.0,0.0,0.0,0.0,46.5,6.0,0.0612,98.0,2.04
0.0,0.0,0.0,0.0,43.85,13.0,0.4497,107.0,3.74
0.0,0.0,0.0,0.0,26.98,4.0,0.2371,102.0,2.94
0.0,0.0,0.0,1.0,63.34,17.0,1.3011,230.0,4.78
0.0,0.0,0.0,0.0,59.99,5.0,0.26,422.0,0.71
0.0,0.0,0.0,1.0,47.23,14.0,0.7384,188.0,4.26
0.0,1.0,0.0,0.0,42.2,3.0,0.0355,103.0,1.94
0.0,0.0,0.0,0.0,54.17,6.0,0.1011,116.0,0.86
0.0,0.0,0.0,0.0,29.25,2.0,0.0177,135.0,0.0
0.0,0.0,0.0,0.0,45.65,24.0,1.7286,287.0,3.83
0.0,0.0,0.0,0.0,3.84,1.0,0.0043,102.0,0.98
0.0,0.0,0.0,0.0,29.89,9.0,0.5267,101.0,6.93
0.0,0.0,0.0,0.0,0.56,1.0,0.0004,50.0,0.0
0.0,0.0,0.0,0.0,58.63,6.0,0.1094,99.0,6.06
0.0,0.0,0.0,0.0,45.88,2.0,0.0678,67.0,1.49
0.0,0.0,0.0,0.0,71.06,2.0,0.0501,112.0,1.79
0.0,0.0,0.0,0.0,55.07,3.0,0.0675,85.0,3.53
0.0,0.0,0.0,1.0,38.45,37.0,3.1139,412.0,3.64
0.0,0.0,0.0,0.0,52.97,5.0,0.1847,103.0,0.0
0.0,0.0,0.0,0.0,31.97,11.0,0.4962,101.0,5.94
0.0,0.0,0.0,1.0,58.83,6.0,0.1108,149.0,3.36
0.0,0.0,0.0,0.0,45.22,2.0,0.0465,91.0,2.2
0.0,0.0,0.0,0.0,80.41,2.0,0.0567,76.0,0.0
0.0,0.0,0.0,0.0,18.02,5.0,0.0948,135.0,3.7
